id,Date,Home,Away,Winner,Score_Home,Score_Away,FGM_Home,FGA_Home,FGM_Away,FGA_Away,3PM_Home,3PA_Home,3PM_Away,3PA_Away,FTM_Home,FTA_Home,FTM_Away,FTA_Away,REB_Home,REB_Away,OR_Home,OR_Away,DR_Home,DR_Away,ASS_Home,ASS_Away,ST_Home,ST_Away,BL_Home,BL_Away,TO_Home,TO_Away,POT_Home,POT_Away,FBP_Home,FBP_Away,PIP_Home,PIP_Away,PF_Home,PF_Away,TF_Home,TF_Away,FF_Home,FF_Away
400490096,2014-04-16,Hornets,Bulls,Hornets,91,86,34,85,34,86,5,21,8,22,18,26,10,15,63,53,12,6,41,38,23,21,8,7,7,4,11,12,10,10,8,11,42,28,14,22,0,0,0,0,
400490100,2014-04-16,Magic,Pacers,Pacers,86,101,32,79,41,88,5,15,11,23,17,24,8,11,47,57,9,15,31,37,14,26,9,5,5,2,10,12,12,19,13,12,38,40,16,17,0,1,0,0,
400490089,2014-04-16,Grizzlies,Mavericks,Grizzlies,106,105,43,88,44,92,5,20,8,30,15,25,9,11,57,48,20,15,28,24,25,22,7,11,1,4,17,13,19,12,6,4,58,42,16,23,0,1,0,0,
400490090,2014-04-16,Bucks,Hawks,Hawks,103,111,40,77,41,76,7,18,8,24,16,21,21,26,48,34,11,4,32,26,25,29,5,13,5,2,22,12,24,14,14,17,54,50,21,18,0,0,0,0,
400490091,2014-04-16,Timberwolves,Jazz,Jazz,130,136,40,97,53,108,8,25,6,24,42,54,24,29,63,66,13,22,32,38,24,30,12,10,5,9,15,19,20,25,30,21,56,64,24,34,0,0,0,0,
400490092,2014-04-16,Pelicans,Rockets,Pelicans,105,100,43,82,35,81,6,12,14,30,13,20,16,24,51,49,11,13,31,28,24,23,10,3,10,4,10,14,18,14,17,18,60,36,18,16,1,0,0,0,
400490093,2014-04-16,Thunder,Pistons,Thunder,112,111,38,86,42,83,5,23,8,19,31,41,19,31,61,50,24,15,25,26,23,20,10,6,7,3,15,17,14,25,20,3,58,54,22,28,1,0,0,0,
400490094,2014-04-16,Spurs,Lakers,Lakers,100,113,41,99,45,91,10,30,11,27,8,10,12,17,55,56,10,6,39,44,25,29,3,4,6,2,10,9,12,6,16,15,38,50,19,17,0,0,0,0,
400490095,2014-04-16,Celtics,Wizards,Wizards,102,118,39,84,50,88,7,30,6,18,17,23,12,17,45,49,11,6,26,30,24,26,8,6,1,2,14,12,15,18,15,10,44,56,16,20,0,0,0,0,
400490097,2014-04-16,Cavaliers,Nets,Cavaliers,114,85,46,87,30,79,8,20,8,25,14,17,17,23,56,43,13,6,38,30,32,21,10,9,7,1,12,16,3,20,11,0,60,30,18,16,1,1,0,0,
400490098,2014-04-16,Heat,76ers,76ers,87,100,30,73,38,74,10,30,10,23,17,22,14,16,43,43,9,5,25,30,16,24,8,15,2,5,22,21,37,22,5,22,28,52,16,22,0,0,0,0,
400490099,2014-04-16,Knicks,Raptors,Knicks,95,92,37,81,36,80,8,17,9,29,13,19,11,18,42,59,11,12,25,36,13,20,12,9,6,2,16,25,12,22,6,10,36,44,23,20,0,2,0,0,
400490101,2014-04-16,Trail Blazers,Clippers,Trail Blazers,110,104,42,101,34,84,10,26,8,34,16,22,28,33,72,48,24,8,41,34,29,20,5,4,2,4,10,8,19,9,15,12,54,28,23,20,0,0,0,0,
400490102,2014-04-16,Kings,Suns,Suns,99,104,37,86,40,86,4,19,8,20,21,30,16,22,65,45,13,7,41,33,19,16,8,9,3,5,17,11,15,13,16,19,48,46,20,21,0,0,0,0,
400490103,2014-04-16,Nuggets,Warriors,Warriors,112,116,37,84,44,90,9,34,8,23,29,35,20,35,56,58,9,11,33,34,23,27,4,12,4,4,19,14,25,20,24,21,50,54,28,23,2,1,0,0,
400553085,2014-04-19,Raptors,Nets,Nets,87,94,28,71,34,80,8,23,4,24,23,25,22,27,52,44,8,7,37,30,22,16,3,9,4,2,19,9,17,10,14,10,34,40,23,19,0,2,0,0,
400553078,2014-04-19,Clippers,Warriors,Warriors,105,109,36,85,40,90,10,22,11,27,23,35,18,25,50,68,16,15,26,33,24,26,13,5,7,6,17,23,18,17,18,13,42,48,24,27,0,2,0,0,
400553057,2014-04-19,Pacers,Hawks,Hawks,93,101,34,81,33,76,9,21,11,30,16,23,24,29,54,48,14,9,32,33,19,13,8,6,4,7,17,12,25,14,11,6,38,28,29,20,1,1,0,0,
400553066,2014-04-19,Thunder,Grizzlies,Thunder,100,86,34,76,33,91,4,16,2,11,28,32,18,31,58,59,7,13,44,28,22,20,3,7,10,4,13,6,14,5,32,13,34,50,25,24,0,1,0,0,
400553054,2014-04-20,Spurs,Mavericks,Spurs,90,85,35,81,35,85,3,17,6,18,17,22,9,13,61,44,8,9,40,31,14,15,6,5,3,5,10,8,13,11,13,3,56,32,16,19,0,0,0,0,
400553072,2014-04-20,Heat,Hornets,Heat,99,88,35,76,36,79,11,23,8,21,18,26,8,12,46,50,6,8,32,36,14,18,5,5,3,2,9,15,5,20,6,8,34,38,12,17,0,0,0,0,
400553096,2014-04-20,Bulls,Wizards,Wizards,93,102,34,81,36,74,5,20,4,11,20,26,26,35,46,54,13,9,26,36,13,21,5,5,3,5,8,10,5,7,2,9,40,38,25,26,3,0,0,0,
400553097,2014-04-20,Rockets,Trail Blazers,Trail Blazers,120,122,43,105,42,97,8,35,9,27,26,40,29,39,75,66,22,17,37,37,16,14,5,7,7,6,13,12,14,18,13,18,58,52,33,32,2,1,0,1,
400553067,2014-04-21,Thunder,Grizzlies,Grizzlies,105,111,37,93,43,87,9,30,4,10,22,25,21,24,55,51,16,12,33,35,20,30,6,5,10,3,9,9,16,16,16,10,36,56,22,20,1,0,0,0,
400553081,2014-04-21,Clippers,Warriors,Clippers,138,98,47,83,36,76,12,25,4,19,32,35,22,27,40,44,9,13,25,23,29,18,15,8,5,4,13,26,8,27,25,13,46,54,22,33,2,4,0,1,
400553059,2014-04-22,Pacers,Hawks,Pacers,101,85,36,68,31,79,8,17,10,29,21,27,13,18,51,40,8,10,30,21,25,13,8,7,4,2,17,13,18,16,8,6,40,24,18,23,0,0,0,0,
400553086,2014-04-22,Raptors,Nets,Raptors,100,95,37,78,34,77,2,16,7,24,24,29,20,28,58,39,19,11,33,19,19,19,3,14,3,6,21,10,17,10,12,8,50,44,21,26,2,3,0,0,
400553098,2014-04-22,Bulls,Wizards,Wizards,99,101,38,88,38,80,5,17,9,23,18,24,16,28,57,53,17,8,32,34,23,23,6,10,5,6,14,12,16,18,12,13,44,22,23,26,2,2,0,0,
400553075,2014-04-23,Heat,Hornets,Heat,101,97,35,67,37,88,9,23,9,21,22,29,14,19,43,52,4,15,33,26,19,18,9,5,6,2,17,15,16,22,10,4,36,44,21,22,0,0,0,0,
400553055,2014-04-23,Spurs,Mavericks,Mavericks,92,113,32,64,45,92,10,20,8,21,18,29,15,16,49,42,9,14,23,21,17,19,1,13,3,3,24,8,33,10,12,17,28,44,19,19,0,2,0,0,
400553099,2014-04-23,Rockets,Trail Blazers,Trail Blazers,105,112,39,90,40,84,3,16,8,23,24,30,24,27,54,50,14,11,28,32,16,23,7,5,4,11,15,14,19,12,20,6,68,30,27,28,1,0,0,0,
400553060,2014-04-24,Hawks,Pacers,Hawks,98,85,28,73,32,85,12,34,5,20,30,37,16,21,54,56,4,10,37,41,21,21,4,9,4,2,14,13,15,20,18,9,26,38,19,22,1,1,0,0,
400553069,2014-04-24,Grizzlies,Thunder,Grizzlies,98,95,41,92,34,87,4,16,5,28,12,15,22,30,56,59,13,15,34,33,21,13,9,9,1,6,15,16,9,22,9,17,62,48,21,23,0,0,0,0,
400553084,2014-04-24,Warriors,Clippers,Clippers,96,98,37,89,40,86,6,31,8,28,16,24,10,23,60,59,18,14,34,33,26,25,6,11,6,6,17,13,25,15,17,15,54,40,18,20,1,2,1,1,
400553087,2014-04-25,Nets,Raptors,Nets,102,98,33,67,31,67,7,20,7,22,29,37,29,37,39,47,3,8,26,27,21,18,7,5,2,3,12,19,13,16,4,6,42,32,32,31,0,1,0,0,
400553100,2014-04-25,Wizards,Bulls,Bulls,97,100,37,86,34,71,8,19,12,24,15,21,20,30,47,55,13,7,28,29,20,24,9,8,6,2,11,17,8,26,17,8,50,34,22,23,2,1,0,0,
400553101,2014-04-25,Trail Blazers,Rockets,Rockets,116,121,41,90,45,105,10,27,12,31,24,28,19,22,54,62,13,22,34,31,21,20,5,4,10,4,11,9,12,13,23,8,36,56,24,28,1,0,0,0,
400553062,2014-04-26,Hawks,Pacers,Pacers,88,91,30,84,37,77,11,31,9,23,17,17,8,14,51,49,9,8,32,35,22,22,8,7,4,11,14,13,22,10,6,19,28,34,18,19,1,2,0,0,
400553056,2014-04-26,Mavericks,Spurs,Mavericks,109,108,42,82,44,81,9,23,6,18,16,19,14,17,44,39,10,10,25,26,25,26,4,14,6,4,17,15,16,12,17,15,38,50,19,20,0,0,0,0,
400553077,2014-04-26,Hornets,Heat,Heat,85,98,27,65,36,83,7,18,9,18,24,33,17,20,49,48,4,6,34,33,21,26,3,8,8,7,14,7,15,7,11,9,28,40,18,25,0,0,0,0,
400553071,2014-04-26,Grizzlies,Thunder,Thunder,89,92,35,94,33,90,6,20,8,28,13,23,18,20,62,66,18,20,31,38,19,14,13,8,4,11,14,21,15,15,10,16,40,36,19,22,0,0,0,0,
400553102,2014-04-27,Wizards,Bulls,Wizards,98,89,35,86,35,78,8,19,4,19,20,25,15,17,48,53,14,13,24,29,22,22,8,2,5,4,6,16,8,29,16,2,36,40,18,22,1,3,0,1,
400553088,2014-04-27,Warriors,Clippers,Warriors,118,97,41,74,33,77,15,32,10,31,21,28,21,24,45,42,6,7,28,25,32,20,8,5,5,2,15,19,14,26,27,8,40,28,26,25,1,1,0,1,
400553089,2014-04-27,Nets,Raptors,Raptors,79,87,28,68,31,75,4,20,6,23,19,29,19,23,51,47,10,9,33,34,17,15,6,9,3,3,16,12,13,12,9,9,40,32,25,29,2,1,0,0,
400553104,2014-04-27,Trail Blazers,Rockets,Trail Blazers,123,120,45,91,41,84,11,28,11,28,22,30,27,38,52,56,11,14,33,35,25,16,10,5,8,4,11,16,9,23,13,6,44,44,24,27,3,2,0,1,
400553079,2014-04-28,Hornets,Heat,Heat,98,109,35,69,39,78,7,25,9,24,21,30,22,29,47,42,6,5,30,28,22,25,4,7,6,2,16,9,22,9,13,12,36,44,24,21,0,0,0,0,
400553064,2014-04-28,Pacers,Hawks,Hawks,97,107,36,78,33,66,14,30,15,27,11,18,26,33,43,46,7,6,28,32,24,19,11,5,7,6,13,18,13,20,8,17,36,22,24,19,2,0,0,0,
400553058,2014-04-28,Mavericks,Spurs,Spurs,89,93,32,84,36,80,7,24,5,17,18,28,16,22,54,58,16,11,33,38,18,16,8,4,3,2,9,15,9,16,12,11,28,46,23,20,2,1,0,0,
400553103,2014-04-29,Bulls,Wizards,Wizards,69,75,25,75,30,74,6,16,2,9,13,17,13,19,48,56,11,13,32,36,19,16,4,9,8,11,11,13,11,15,2,13,18,26,17,19,1,0,0,0,
400553073,2014-04-29,Thunder,Grizzlies,Grizzlies,99,100,36,92,37,87,12,31,7,19,15,19,19,26,61,56,19,13,32,37,24,21,2,11,3,3,17,10,15,9,7,10,32,40,22,21,0,0,0,0,
400553090,2014-04-29,Clippers,Warriors,Clippers,113,103,37,76,40,85,8,20,10,26,31,41,13,19,49,51,12,13,29,29,20,24,10,6,4,1,12,14,15,22,21,13,40,50,21,28,0,0,0,1,
400553061,2014-04-30,Spurs,Mavericks,Spurs,109,103,41,88,39,89,8,16,12,28,19,27,13,15,55,52,12,9,35,38,24,18,6,2,5,8,6,8,9,11,8,7,54,28,15,21,0,0,0,0,
400553091,2014-04-30,Raptors,Nets,Raptors,115,113,37,77,40,75,12,26,11,23,29,36,22,30,46,44,9,10,28,24,21,22,6,8,2,4,13,15,20,19,6,13,40,46,25,27,0,2,0,0,
400553107,2014-04-30,Rockets,Trail Blazers,Rockets,108,98,43,91,36,83,8,25,9,25,14,18,17,23,62,43,14,9,34,25,23,14,7,8,8,14,13,11,18,18,8,11,60,40,21,21,1,0,0,1,
400553068,2014-05-01,Hawks,Pacers,Pacers,88,95,29,81,33,77,9,35,6,20,21,24,23,27,50,53,11,9,33,38,14,15,7,7,5,3,14,13,22,16,11,0,32,40,23,27,3,2,0,0,
400553074,2014-05-01,Grizzlies,Thunder,Thunder,84,104,31,83,37,75,3,14,7,21,19,28,23,25,49,52,11,8,25,39,19,15,5,7,1,11,10,13,17,9,5,17,46,42,19,19,2,2,0,0,
400553092,2014-05-01,Warriors,Clippers,Warriors,100,99,35,89,32,86,7,24,11,34,23,37,24,33,65,66,18,15,32,38,20,22,7,3,4,5,8,12,9,10,14,15,42,24,24,28,1,1,0,0,
400553093,2014-05-02,Nets,Raptors,Nets,97,83,36,77,30,78,6,21,7,24,19,25,16,20,51,48,9,8,36,34,17,16,10,9,5,3,12,14,6,10,15,12,48,32,14,25,0,0,0,0,
400553063,2014-05-02,Mavericks,Spurs,Mavericks,113,111,45,87,40,75,8,18,7,16,15,24,24,28,45,45,13,6,27,33,18,21,8,9,2,4,16,14,15,8,15,22,50,48,20,26,0,0,0,0,
400553108,2014-05-02,Trail Blazers,Rockets,Trail Blazers,99,98,35,82,34,75,9,24,7,19,20,22,23,31,40,58,12,14,22,30,14,19,9,8,6,3,12,17,14,20,13,18,32,46,20,20,0,1,0,0,
400553070,2014-05-03,Pacers,Hawks,Pacers,92,80,33,70,28,92,3,18,11,44,23,29,13,16,64,46,10,15,45,23,17,16,6,9,13,4,18,10,9,13,13,9,38,30,19,24,2,0,0,0,
400553076,2014-05-03,Thunder,Grizzlies,Thunder,120,109,42,69,37,83,11,19,5,17,25,30,30,34,45,37,9,10,24,19,22,22,7,13,2,1,20,14,31,23,22,19,42,48,28,22,1,0,0,0,
400553095,2014-05-03,Clippers,Warriors,Clippers,126,121,46,83,39,79,8,24,14,25,26,33,29,35,46,44,7,9,31,28,26,25,14,9,7,6,14,18,15,24,21,18,62,38,21,21,0,1,0,0,
400553094,2014-05-04,Raptors,Nets,Nets,103,104,35,73,37,81,4,13,8,23,29,33,22,30,43,51,10,16,28,26,13,16,4,5,3,3,9,8,13,8,6,10,56,40,27,26,1,1,0,0,
400553065,2014-05-04,Spurs,Mavericks,Spurs,119,96,42,74,36,88,10,24,9,25,25,33,15,17,48,46,6,11,34,28,21,21,10,6,4,2,12,14,13,26,13,9,36,38,21,21,1,1,0,2,
400556174,2014-05-05,Pacers,Wizards,Wizards,96,102,33,81,35,84,8,17,10,16,22,27,22,31,46,65,6,17,30,36,16,23,6,7,5,7,13,17,18,12,20,14,20,26,26,23,1,1,0,0,
400556254,2014-05-05,Thunder,Clippers,Clippers,105,122,39,85,45,82,9,28,15,29,18,23,17,30,54,47,15,6,32,25,17,26,5,8,4,1,18,9,23,10,13,10,36,42,22,24,2,0,0,0,
400556274,2014-05-06,Heat,Nets,Heat,107,86,42,74,33,70,9,23,10,24,14,16,10,17,42,36,4,6,33,26,22,11,4,5,4,1,10,13,15,11,4,7,52,28,17,18,0,1,0,0,
400556334,2014-05-06,Spurs,Trail Blazers,Spurs,116,92,44,87,31,82,7,16,4,16,21,25,26,31,50,53,13,14,32,33,21,9,12,6,2,2,12,20,11,12,16,7,40,36,21,25,1,0,0,0,
400556175,2014-05-07,Pacers,Wizards,Pacers,86,82,32,72,36,80,4,12,5,21,18,21,5,12,44,50,4,11,34,32,17,20,8,5,3,3,8,10,1,10,10,1,40,34,15,21,0,0,0,0,
400556255,2014-05-07,Thunder,Clippers,Thunder,112,101,44,87,37,83,8,23,9,27,16,22,18,23,59,41,15,9,37,27,23,23,8,11,2,2,16,14,10,16,13,13,48,36,21,26,3,3,0,0,
400556275,2014-05-08,Heat,Nets,Heat,94,82,35,71,33,78,10,24,8,24,14,18,8,14,40,51,6,13,30,30,17,19,10,5,7,3,8,14,6,15,5,8,34,32,14,15,0,0,0,0,
400556335,2014-05-08,Spurs,Trail Blazers,Spurs,114,97,48,90,40,93,12,20,7,18,6,14,10,10,49,54,11,14,30,30,27,15,7,3,8,3,9,15,6,17,17,10,38,36,17,18,0,0,0,0,
400556176,2014-05-09,Wizards,Pacers,Pacers,63,85,24,73,31,74,4,16,7,15,11,21,16,21,56,51,10,4,35,38,10,20,6,9,5,6,18,10,21,12,8,8,30,26,22,20,0,1,0,0,
400556256,2014-05-09,Clippers,Thunder,Thunder,112,118,42,93,44,79,7,26,6,17,21,25,24,28,42,52,14,10,19,34,25,26,5,1,7,6,6,14,5,15,14,19,48,52,26,23,2,3,0,0,
400556276,2014-05-10,Nets,Heat,Nets,104,90,38,72,31,68,15,25,8,24,13,17,20,25,50,30,9,5,34,22,26,13,6,8,1,6,15,10,14,8,5,10,26,26,23,20,1,1,1,0,
400556336,2014-05-10,Trail Blazers,Spurs,Spurs,103,118,36,84,43,89,8,23,7,21,23,31,25,25,56,46,7,8,34,33,23,23,5,10,0,0,15,7,22,11,9,12,34,44,20,25,0,0,0,0,
400556257,2014-05-11,Clippers,Thunder,Clippers,101,99,39,93,33,75,3,21,7,24,20,29,26,34,55,58,15,9,30,34,23,17,11,6,4,8,9,16,14,22,21,17,52,32,24,27,1,3,0,0,
400556177,2014-05-11,Wizards,Pacers,Pacers,92,95,36,79,33,73,5,15,10,22,15,19,19,29,42,55,7,9,29,31,22,20,11,6,8,2,14,20,12,22,18,2,42,30,23,19,0,0,0,0,
400556277,2014-05-12,Nets,Heat,Heat,96,102,34,78,37,70,5,22,8,24,23,28,20,27,48,41,14,7,26,27,22,14,4,8,1,6,11,10,15,13,6,7,44,42,22,23,2,2,0,0,
400556337,2014-05-12,Trail Blazers,Spurs,Trail Blazers,103,92,43,98,39,88,7,21,3,18,10,13,11,19,61,54,14,8,39,38,17,13,4,8,4,3,13,11,18,11,11,8,62,44,20,18,0,0,0,0,
400556179,2014-05-13,Pacers,Wizards,Wizards,79,102,30,77,41,82,6,15,5,18,13,22,15,19,33,68,4,18,19,44,19,21,8,8,5,3,11,19,18,23,10,17,34,38,20,22,1,0,0,0,
400556258,2014-05-13,Thunder,Clippers,Thunder,105,104,33,77,38,88,7,17,12,27,32,36,16,20,51,51,7,12,37,32,14,21,9,7,5,4,13,17,20,23,19,12,44,22,21,28,1,0,1,0,
400556278,2014-05-14,Heat,Nets,Heat,96,94,29,67,37,78,9,29,8,22,29,31,12,15,37,47,7,12,26,24,18,14,5,4,4,3,10,12,11,20,12,8,28,42,16,21,0,0,0,0,
400556338,2014-05-14,Spurs,Trail Blazers,Spurs,104,82,42,89,33,81,9,21,5,19,11,16,11,17,53,53,9,7,38,38,24,18,13,3,4,2,8,18,5,20,33,6,36,36,19,16,0,0,0,0,
400556180,2014-05-15,Wizards,Pacers,Pacers,80,93,31,79,37,72,2,18,2,10,16,20,17,25,47,48,9,5,31,33,17,18,4,6,3,4,11,11,14,11,10,10,38,40,23,23,0,0,0,0,
400556259,2014-05-15,Clippers,Thunder,Thunder,98,104,40,95,33,72,6,21,9,25,12,20,29,33,56,50,12,7,29,36,26,25,9,5,3,5,9,15,9,16,10,9,52,28,27,22,1,1,0,0,
400558914,2014-05-18,Pacers,Heat,Pacers,107,96,35,68,40,78,8,19,6,23,29,37,10,15,45,39,7,4,31,25,23,23,4,7,3,4,12,11,15,13,6,21,38,54,15,26,0,1,0,1,
400558954,2014-05-19,Spurs,Thunder,Spurs,122,105,50,87,37,80,9,17,12,27,13,17,19,23,44,44,8,9,32,28,28,19,8,4,2,3,10,16,13,21,16,11,66,32,20,22,0,2,0,0,
400558915,2014-05-20,Pacers,Heat,Heat,83,87,32,80,34,67,9,19,8,20,10,15,11,18,46,47,16,6,25,32,19,19,6,7,2,6,11,13,13,9,4,7,36,32,16,17,0,0,0,0,
400558955,2014-05-21,Spurs,Thunder,Spurs,112,77,41,82,35,89,9,23,2,20,21,23,5,10,55,47,11,11,42,27,27,18,8,6,7,3,12,14,8,21,11,13,54,42,15,21,1,0,0,0,
400558916,2014-05-24,Heat,Pacers,Heat,99,87,37,68,31,65,10,18,6,21,15,20,19,25,36,40,6,6,23,23,17,17,9,7,2,1,15,19,20,26,15,6,40,38,24,22,2,1,0,0,
400558956,2014-05-25,Thunder,Spurs,Thunder,106,97,37,81,36,91,6,22,10,26,26,31,15,16,57,48,15,11,37,25,17,22,7,6,10,2,18,16,21,16,12,3,46,40,24,20,1,0,0,0,
400558917,2014-05-26,Heat,Pacers,Heat,102,90,32,69,35,71,8,24,9,21,30,34,11,17,39,44,6,9,28,28,16,18,7,1,2,1,7,14,6,20,10,4,38,40,17,27,0,2,0,0,
400558957,2014-05-27,Thunder,Spurs,Thunder,105,92,37,76,33,83,7,16,9,27,24,31,17,22,50,51,5,11,37,30,22,17,12,4,8,2,7,13,11,21,21,0,44,36,20,22,0,1,0,0,
400558918,2014-05-28,Pacers,Heat,Pacers,93,90,37,78,34,75,6,21,15,31,13,22,7,8,52,40,16,11,29,27,13,22,12,6,2,3,13,17,14,21,12,8,42,22,16,24,0,0,0,0,
400558958,2014-05-29,Spurs,Thunder,Spurs,117,89,39,76,35,81,13,26,6,24,26,30,13,20,52,42,10,8,38,27,23,19,6,6,3,4,12,11,10,11,14,4,40,36,19,24,1,1,0,0,
400558919,2014-05-30,Heat,Pacers,Heat,117,92,44,76,32,69,11,26,10,25,18,21,18,24,45,33,8,4,29,24,24,14,7,5,4,2,11,12,15,16,4,10,50,32,22,17,0,0,0,1,
400558959,2014-05-31,Thunder,Spurs,Spurs,107,112,35,82,38,94,8,27,11,35,29,33,25,34,53,63,7,16,38,33,19,20,9,15,7,5,20,14,33,20,16,9,34,44,29,24,1,0,0,0,
400559374,2014-06-05,Spurs,Heat,Spurs,110,95,40,68,37,78,13,25,12,29,17,22,9,11,45,31,5,7,34,22,30,16,8,14,4,2,23,18,28,27,20,19,48,36,14,21,0,0,0,0,
400559375,2014-06-08,Spurs,Heat,Heat,96,98,36,82,37,70,12,26,8,19,12,20,16,21,43,49,11,5,26,33,26,16,7,6,1,3,11,16,5,14,9,13,34,44,20,20,1,2,0,1,
400559376,2014-06-10,Heat,Spurs,Spurs,92,111,32,62,38,64,10,21,9,20,18,24,26,32,31,37,5,5,21,24,17,21,8,12,1,4,20,13,23,6,4,12,42,48,26,25,0,0,0,0,
400559377,2014-06-12,Heat,Spurs,Spurs,86,107,32,71,40,70,9,22,9,21,13,20,18,25,35,48,6,12,21,32,13,25,7,8,1,4,13,14,12,21,7,6,30,46,25,19,1,0,0,0,
400559378,2014-06-15,Spurs,Heat,Spurs,104,87,37,78,30,75,12,26,7,25,18,23,20,27,45,53,6,5,34,36,25,14,5,5,4,4,8,12,8,12,16,11,32,34,21,23,0,0,0,0,
400578293,2014-10-28,Pelicans,Magic,Pelicans,101,84,41,101,32,84,4,17,4,11,15,31,16,21,71,62,26,16,36,40,20,17,10,5,17,9,9,18,9,27,17,10,64,48,17,25,0,0,0,0,
400578294,2014-10-28,Spurs,Mavericks,Spurs,101,100,37,70,38,78,14,28,8,21,13,16,16,19,40,39,9,9,29,24,23,17,5,9,3,3,21,10,22,11,7,8,32,24,20,20,0,2,0,0,
400578295,2014-10-28,Lakers,Rockets,Rockets,90,108,28,79,31,73,3,10,12,29,31,39,34,50,53,64,11,14,25,33,16,22,7,7,3,3,13,14,17,15,13,22,40,34,32,30,2,2,0,1,
400578296,2014-10-29,Hornets,Bucks,Hornets,108,106,41,101,39,80,6,21,7,14,20,29,21,24,67,46,15,3,35,32,27,25,8,9,9,10,13,15,17,9,17,16,40,38,20,25,1,1,0,0,
400578297,2014-10-29,Pacers,76ers,Pacers,103,91,38,81,34,89,8,25,6,21,19,28,17,30,62,58,14,15,36,27,22,17,5,10,13,5,18,11,23,14,13,19,32,48,24,29,1,0,0,1,
400578298,2014-10-29,Celtics,Nets,Celtics,121,105,49,88,39,80,8,22,7,19,15,23,20,26,42,52,9,9,26,30,28,20,11,6,5,7,13,21,16,25,11,11,62,40,25,21,1,2,0,0,
400578299,2014-10-29,Heat,Wizards,Heat,107,95,39,81,36,75,9,28,6,19,20,23,17,24,48,43,12,7,32,29,20,20,9,7,3,2,14,14,9,12,12,15,44,42,17,20,0,0,0,0,
400578300,2014-10-29,Raptors,Hawks,Raptors,109,102,37,90,40,80,8,26,13,22,27,33,9,17,57,50,16,10,32,32,26,26,13,6,9,8,10,19,14,23,18,10,40,36,22,24,0,0,0,0,
400578301,2014-10-29,Grizzlies,Timberwolves,Grizzlies,105,101,43,82,39,86,4,15,6,12,15,20,17,23,39,58,10,19,23,28,21,20,10,8,5,4,17,23,21,21,13,15,58,34,21,21,0,0,0,1,
400578302,2014-10-29,Knicks,Bulls,Bulls,80,104,31,85,36,71,3,17,7,24,15,17,25,30,44,52,14,10,24,37,19,21,9,9,5,4,12,15,14,17,8,14,28,42,22,18,1,2,0,0,
400578303,2014-10-29,Nuggets,Pistons,Nuggets,89,79,30,85,31,84,6,24,6,26,23,31,11,19,65,59,14,8,37,37,17,15,7,4,4,5,15,16,10,17,11,6,34,38,21,27,0,1,0,0,
400578304,2014-10-29,Jazz,Rockets,Rockets,93,104,38,81,40,77,3,18,14,27,14,17,10,14,41,46,13,8,21,27,16,18,8,7,6,6,14,18,16,21,17,18,62,44,16,23,0,0,0,0,
400578305,2014-10-29,Suns,Lakers,Suns,119,99,45,82,37,86,16,32,4,13,13,18,21,25,48,47,9,12,31,26,23,20,5,9,3,3,14,15,12,18,19,12,36,34,25,18,2,1,0,0,
400578306,2014-10-29,Kings,Warriors,Warriors,77,95,24,78,33,75,3,18,6,27,26,35,23,32,60,54,15,7,35,37,13,21,11,12,3,8,27,22,26,16,13,21,36,40,26,32,2,0,0,0,
400578307,2014-10-29,Trail Blazers,Thunder,Trail Blazers,106,89,39,87,33,81,11,29,2,16,17,22,21,26,53,53,13,14,29,29,23,19,4,9,9,5,10,15,14,20,4,14,34,44,19,28,0,1,0,0,
400578308,2014-10-30,Magic,Wizards,Wizards,98,105,37,72,39,80,6,15,7,13,18,24,20,26,44,44,3,6,30,31,20,22,4,10,1,0,18,12,17,15,6,13,36,38,23,25,1,0,0,0,
400578309,2014-10-30,Timberwolves,Pistons,Timberwolves,97,91,37,76,38,91,4,10,7,21,19,28,8,13,50,56,10,14,33,32,18,20,8,3,3,5,12,12,15,14,11,7,36,40,21,24,0,1,0,0,
400578310,2014-10-30,Cavaliers,Knicks,Knicks,90,95,32,70,37,69,9,24,6,12,17,20,15,18,37,39,11,9,22,26,22,30,5,9,2,1,19,18,26,25,10,10,34,22,15,26,0,0,0,0,
400578311,2014-10-30,Mavericks,Jazz,Mavericks,120,102,47,85,36,83,8,21,14,35,18,23,16,18,51,41,13,15,31,25,25,22,8,6,5,0,9,16,11,23,13,13,52,28,15,21,0,0,0,0,
400578312,2014-10-30,Clippers,Thunder,Clippers,93,90,34,87,28,65,7,30,6,21,18,25,28,34,43,60,14,8,19,39,17,23,10,5,4,2,12,27,10,19,16,6,34,32,27,27,2,2,0,0,
400578313,2014-10-31,Pacers,Grizzlies,Grizzlies,89,97,34,74,35,79,8,21,7,19,13,16,20,27,49,45,11,11,35,29,19,20,5,11,3,2,18,9,14,8,6,16,32,32,15,21,1,0,0,0,
400578314,2014-10-31,Bulls,Cavaliers,Cavaliers,108,114,41,90,41,104,13,31,3,15,13,17,29,33,55,65,11,20,31,32,25,18,4,8,14,4,20,12,25,12,16,21,44,58,28,18,0,0,0,0,
400578315,2014-10-31,Bucks,76ers,Bucks,93,81,36,88,32,86,9,24,5,23,12,21,12,22,70,55,15,12,40,30,25,20,10,9,11,5,21,18,20,23,16,10,46,46,19,18,0,2,0,0,
